物質ID,出典,CAS RN,日本語名,英語名,窒素等価係数,酸素等量係数,pH,最大濃度,最小濃度,酸 (pH≦2),塩基 (pH≧11.5),無機塩類,アルデヒド類,フェノール類,界面活性剤、その他の成分,爆発物,可燃性ガス,エアゾール,酸化性ガス,高圧ガス,引火性液体,可燃性固体,自己反応性化学品,自然発火性液体,自然発火性固体,自己発熱性化学品,水反応可燃性化学品,酸化性液体,酸化性固体,有機過酸化物,金属腐食性化学品,鈍性化爆発物,急性毒性（経口）,急性毒性（経皮）,急性毒性（吸入：気体）,急性毒性（吸入：蒸気）,急性毒性（吸入：粉じん、ミスト）,皮膚腐食性及び皮膚刺激性,眼に対する重篤な損傷性又は眼刺激性,呼吸器感作性,皮膚感作性,生殖細胞変異原性,発がん性,生殖毒性,生殖毒性・授乳影響,特定標的臓器毒性（単回ばく露）,特定標的臓器毒性（単回ばく露）区分（1）,特定標的臓器毒性（単回ばく露）臓器種（1）,特定標的臓器毒性（単回ばく露）暴露経路（1）,特定標的臓器毒性（単回ばく露）区分（2）,特定標的臓器毒性（単回ばく露）臓器種（2）,特定標的臓器毒性（単回ばく露）暴露経路（2）,特定標的臓器毒性（単回ばく露）区分（3）,特定標的臓器毒性（単回ばく露）臓器種（3）,特定標的臓器毒性（単回ばく露）暴露経路（3）,特定標的臓器毒性（単回ばく露）区分（4）,特定標的臓器毒性（単回ばく露）臓器種（4）,特定標的臓器毒性（単回ばく露）暴露経路（4）,特定標的臓器毒性（単回ばく露）区分（5）,特定標的臓器毒性（単回ばく露）臓器種（5）,特定標的臓器毒性（単回ばく露）暴露経路（5）,特定標的臓器毒性（単回ばく露）区分（6）,特定標的臓器毒性（単回ばく露）臓器種（6）,特定標的臓器毒性（単回ばく露）暴露経路（6）,特定標的臓器毒性（単回ばく露）区分（7）,特定標的臓器毒性（単回ばく露）臓器種（7）,特定標的臓器毒性（単回ばく露）暴露経路（7）,特定標的臓器毒性（単回ばく露）区分（8）,特定標的臓器毒性（単回ばく露）臓器種（8）,特定標的臓器毒性（単回ばく露）暴露経路（8）,特定標的臓器毒性（単回ばく露）区分（9）,特定標的臓器毒性（単回ばく露）臓器種（9）,特定標的臓器毒性（単回ばく露）暴露経路（9）,特定標的臓器毒性（単回ばく露）区分（10）,特定標的臓器毒性（単回ばく露）臓器種（10）,特定標的臓器毒性（単回ばく露）暴露経路（10）,特定標的臓器毒性（反復ばく露）,特定標的臓器毒性（反復ばく露）区分(1),特定標的臓器毒性（反復ばく露）臓器種(1),特定標的臓器毒性（反復ばく露）暴露経路(1),特定標的臓器毒性（反復ばく露）区分(2),特定標的臓器毒性（反復ばく露）臓器種(2),特定標的臓器毒性（反復ばく露）暴露経路(2),特定標的臓器毒性（反復ばく露）区分(3),特定標的臓器毒性（反復ばく露）臓器種(3),特定標的臓器毒性（反復ばく露）暴露経路(3),特定標的臓器毒性（反復ばく露）区分(4),特定標的臓器毒性（反復ばく露）臓器種(4),特定標的臓器毒性（反復ばく露）暴露経路(4),特定標的臓器毒性（反復ばく露）区分(5),特定標的臓器毒性（反復ばく露）臓器種(5),特定標的臓器毒性（反復ばく露）暴露経路(5),特定標的臓器毒性（反復ばく露）区分(6),特定標的臓器毒性（反復ばく露）臓器種(6),特定標的臓器毒性（反復ばく露）暴露経路(6),特定標的臓器毒性（反復ばく露）区分(7),特定標的臓器毒性（反復ばく露）臓器種(7),特定標的臓器毒性（反復ばく露）暴露経路(7),特定標的臓器毒性（反復ばく露）区分(8),特定標的臓器毒性（反復ばく露）臓器種(8),特定標的臓器毒性（反復ばく露）暴露経路(8),特定標的臓器毒性（反復ばく露）区分(9),特定標的臓器毒性（反復ばく露）臓器種(9),特定標的臓器毒性（反復ばく露）暴露経路(9),特定標的臓器毒性（反復ばく露）区分(10),特定標的臓器毒性（反復ばく露）臓器種(10),特定標的臓器毒性（反復ばく露）暴露経路(10),誤えん有害性,水生環境有害性　短期　（急性）,水生環境有害性　長期　（慢性）,オゾン層への有害性,急性毒性（経口）急性毒性推定値（ATE）mg/kg,急性毒性（経皮）急性毒性推定値（ATE）mg/kg,急性毒性（吸入：気体）急性毒性推定値（ATE）ppmV,急性毒性（吸入：蒸気）急性毒性推定値（ATE）ppmV,急性毒性（吸入：蒸気）急性毒性推定値（ATE）mg/L,急性毒性（吸入：粉じん、ミスト）急性毒性推定値（ATE）mg/l,LC50(魚類),EC50(甲殻類),EC50(藻類),毒性乗率　水生環境有害性　短期　（急性）,NOEC(魚類),NOEC(甲殻類),NOEC(藻類),急速分解性有無,毒性乗率　水生環境有害性　長期　（慢性）,GHS分類結果情報参照URL（日）,GHS分類結果情報参照URL（英）,ratio
m-nite-70476-82-3,NITE,70476-82-3,ミトキサントロンニ塩酸塩,Mitoxantrone dihydrochloride,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分4,区分2,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,区分2,区分2,区分1A,授乳に対するまたは授乳を介した影響に関する追加区分,区分あり,区分1,血液系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,造血系,,区分1,心臓,,区分1,肝臓,,区分1,消化管,,区分1,皮膚,,区分1,爪,,区分1,毛髪,,,,,,,,,,,分類できない,分類できない,分類できない,分類できない,682,125,,,,,,,,,,,,,,https://www.nite.go.jp/chem/ghs/m-nite-70476-82-3.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-7085-19-0,NITE,7085-19-0,（RS）‐2‐（4‐クロロ‐オルト‐トリルオキシ）プロピオン酸（別名メコプロップ）,mecoprop (ISO) [1] and its salts; 2-(4-chloro-o-tolyloxy) propionic acid; (RS)-2-(4-chloro-o-tolyloxy)propionic acid,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,,,,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-7085-19-0.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-7085-85-0,NITE,7085-85-0,2-シアノアクリル酸エチル,2-Propenoic acid_ 2-cyano-_ ethyl ester,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分4,区分に該当しない（分類対象外）,分類できない,区分に該当しない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない,区分2,分類できない,分類できない,分類できない,分類できない,分類できない,,区分あり,区分3,気道刺激性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,分類できない,5000,2500,,,,,,,,,,,,,,https://www.nite.go.jp/chem/ghs/m-nite-7085-85-0.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-7094-94-2,NITE,7094-94-2,トリフェ ニルスズ=クロロアセタート,(Chloroacetoxy)triphenylstannane,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,,,,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-7094-94-2.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-70987-78-9,NITE,70987-78-9,4‐メチルベンゼンスルホン酸（S）‐グリシジル,(S)-Glycidyl 4-methylbenzenesulfonate,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,区分2,分類できない,分類できない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,,,,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-70987-78-9.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-709-98-8,NITE,709-98-8,3'_4'-ジクロロプロピオンアニリド,3'_4'-dichloropropionanilide,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分4,区分に該当しない,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない,区分2A,分類できない,区分に該当しない,区分に該当しない,区分に該当しない,区分に該当しない,,区分あり,区分2,全身毒性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分1,区分1,分類できない,840,5000,,,,,,,0.11,1,0.0004,,,無,100,https://www.nite.go.jp/chem/ghs/m-nite-709-98-8.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-71048-99-2,NITE,71048-99-2,L-2-アミノ-4-[（ヒドロキシ）（メチル）-ホスフィノイル]ブチリル-L-アラニル-L-アラニンナトリウム塩,4-[(Hydroxy)(methyl)phosphinyl]-L-Abu-L-Ala-L-Ala-ONa,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,分類できない,区分に該当しない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,,区分3,区分5,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない,区分2B,分類できない,区分1,分類できない,区分に該当しない,区分2,,区分あり,区分1,中枢神経系,,,,,,,,,,,,,,,,,,,,,,,,,,,,,区分に該当しない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,,268,3000,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-71048-99-2.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-71133-14-7,NITE,71133-14-7,ブロモジクロロ酢酸,Bromodichloroacetic acid,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,区分1B,分類できない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分2,肝臓,,区分2,生殖器（男性）,,区分2,造血系,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,分類できない,,,,,,,,,,,,,,,,https://www.nite.go.jp/chem/ghs/m-nite-71133-14-7.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-71-23-8,NITE,71-23-8,ノルマル-プロピルアルコール,n-Propyl alcohol,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分2,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない,区分1,分類できない,分類できない,分類できない,区分に該当しない,区分2,,区分あり,区分3,麻酔作用,,区分3,気道刺激性,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分に該当しない,区分に該当しない,分類できない,2200,4000,,,,,,3025,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-71-23-8.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-71255-78-2,NITE,71255-78-2,2-（1_3-ベンゾジオキソール-5-イル）-4_6-ビス（トリクロロメチル）-1_3_5-トリアジン,2-(1_3-Benzodioxol-5-yl)-4_6-bis(trichloromethyl)-1_3_5-triazine,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,分類できない,,,,,,,,,,,,,,,,https://www.nite.go.jp/chem/ghs/m-nite-71255-78-2.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-712-68-5,NITE,712-68-5,2-アミノ-5-（5-ニトロ-2-フリル）-1_3_4-チアジアゾール,2-Amino-5-(5-nitro-2-furyl)-1_3_4-thiadiazole,,,,,,,,,,,,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,区分2,分類できない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,分類できない,分類できない,,,,,,,,,,,,,,,不明,,https://www.nite.go.jp/chem/ghs/m-nite-712-68-5.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-7128-91-8,NITE,7128-91-8,ヘキサデシル（ジメチル）アミン＝オキシド,Hexadecyl(dimethyl)amine oxide,,,,,,,,,,,,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,区分に該当しない（分類対象外）,分類できない,,分類できない,分類できない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,分類できない,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分1,区分1,分類できない,,,,,,,,,0.11,1,,,,不明,1,https://www.nite.go.jp/chem/ghs/m-nite-7128-91-8.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
m-nite-71-36-3,NITE,71-36-3,1-ブタノール,1-Butanol,,,,,,,,,,,,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分3,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,区分に該当しない（分類対象外）,分類できない,,区分に該当しない,区分に該当しない,区分に該当しない（分類対象外）,分類できない,区分に該当しない,区分2,区分2A,分類できない,分類できない,分類できない,分類できない,分類できない,,区分あり,区分3,気道刺激性,,区分3,麻酔作用,,,,,,,,,,,,,,,,,,,,,,,,,,区分あり,区分1,中枢神経系,,区分1,聴覚器,,,,,,,,,,,,,,,,,,,,,,,,,,分類できない,区分に該当しない,区分に該当しない,分類できない,2100,3400,,,,24.2,,,,,,4.1,,有,,https://www.nite.go.jp/chem/ghs/m-nite-71-36-3.html,https://www.nite.go.jp/chem/english/ghs/all_fy_e.html,
